geoid,state,county,total_hh,poor_hh,snap_hh,coverage_ratio,unserved_poor_hh
46127,SD,"Union County, SD",7310.0,718.0,303.0,0.422,415
18027,IN,"Daviess County, IN",11814.0,1634.0,1220.0,0.747,414
18061,IN,"Harrison County, IN",15497.0,1349.0,935.0,0.693,414
51001,VA,"Accomack County, VA",14446.0,2219.0,1805.0,0.813,414
18077,IN,"Jefferson County, IN",12790.0,1687.0,1274.0,0.755,413
19011,IA,"Benton County, IA",10202.0,904.0,491.0,0.543,413
48127,TX,"Dimmit County, TX",2998.0,1187.0,774.0,0.652,413
20035,KS,"Cowley County, KS",13387.0,1967.0,1556.0,0.791,411
06009,CA,"Calaveras County, CA",18437.0,2170.0,1760.0,0.811,410
06027,CA,"Inyo County, CA",8040.0,1095.0,686.0,0.626,409
16085,ID,"Valley County, ID",4318.0,543.0,134.0,0.247,409
20011,KS,"Bourbon County, KS",5840.0,864.0,455.0,0.527,409
45025,SC,"Chesterfield County, SC",17534.0,3567.0,3158.0,0.885,409
26017,MI,"Bay County, MI",45103.0,6527.0,6120.0,0.938,407
05089,AR,"Marion County, AR",7664.0,1257.0,851.0,0.677,406
17001,IL,"Adams County, IL",27915.0,3853.0,3448.0,0.895,405
10003,DE,"New Castle County, DE",224369.0,22346.0,21942.0,0.982,404
46035,SD,"Davison County, SD",8899.0,1083.0,679.0,0.627,404
49039,UT,"Sanpete County, UT",8888.0,1051.0,647.0,0.616,404
28069,MS,"Kemper County, MS",3223.0,828.0,425.0,0.513,403
49019,UT,"Grand County, UT",4554.0,551.0,148.0,0.269,403
18075,IN,"Jay County, IN",7807.0,1158.0,757.0,0.654,401
28027,MS,"Coahoma County, MS",8404.0,2662.0,2262.0,0.85,400
26109,MI,"Menominee County, MI",10361.0,1444.0,1045.0,0.724,399
21177,KY,"Muhlenberg County, KY",12123.0,2346.0,1948.0,0.83,398
27153,MN,"Todd County, MN",10209.0,1141.0,743.0,0.651,398
47021,TN,"Cheatham County, TN",16279.0,1355.0,957.0,0.706,398
06105,CA,"Trinity County, CA",5585.0,1015.0,619.0,0.61,396
30053,MT,"Lincoln County, MT",9082.0,1507.0,1112.0,0.738,395
47015,TN,"Cannon County, TN",5776.0,996.0,603.0,0.605,393
18087,IN,"LaGrange County, IN",12897.0,989.0,597.0,0.604,392
18123,IN,"Perry County, IN",7758.0,1193.0,801.0,0.671,392
51143,VA,"Pittsylvania County, VA",25020.0,4125.0,3733.0,0.905,392
30085,MT,"Roosevelt County, MT",3091.0,782.0,392.0,0.501,390
27017,MN,"Carlton County, MN",14090.0,1425.0,1036.0,0.727,389
48321,TX,"Matagorda County, TX",15439.0,3017.0,2628.0,0.871,389
20133,KS,"Neosho County, KS",6464.0,1013.0,625.0,0.617,388
38077,ND,"Richland County, ND",6849.0,813.0,426.0,0.524,387
48147,TX,"Fannin County, TX",12767.0,1701.0,1314.0,0.772,387
55085,WI,"Oneida County, WI",17493.0,1770.0,1383.0,0.781,387
05127,AR,"Scott County, AR",3985.0,887.0,501.0,0.565,386
18017,IN,"Cass County, IN",15037.0,1806.0,1420.0,0.786,386
18021,IN,"Clay County, IN",10549.0,1206.0,820.0,0.68,386
08015,CO,"Chaffee County, CO",9863.0,1080.0,695.0,0.644,385
51147,VA,"Prince Edward County, VA",7641.0,1699.0,1314.0,0.773,385
30093,MT,"Silver Bow County, MT",15419.0,2411.0,2028.0,0.841,383
48187,TX,"Guadalupe County, TX",65424.0,6302.0,5919.0,0.939,383
55135,WI,"Waupaca County, WI",22571.0,2629.0,2246.0,0.854,383
12051,FL,"Hendry County, FL",14130.0,2956.0,2575.0,0.871,381
26159,MI,"Van Buren County, MI",30622.0,4561.0,4180.0,0.916,381
29007,MO,"Audrain County, MO",9219.0,1510.0,1130.0,0.748,380
29009,MO,"Barry County, MO",13336.0,1845.0,1465.0,0.794,380
31179,NE,"Wayne County, NE",3753.0,636.0,256.0,0.403,380
45059,SC,"Laurens County, SC",26959.0,5110.0,4730.0,0.926,380
28157,MS,"Wilkinson County, MS",3185.0,968.0,589.0,0.608,379
47167,TN,"Tipton County, TN",22660.0,3196.0,2817.0,0.881,379
48259,TX,"Kendall County, TX",17741.0,1173.0,795.0,0.678,378
28091,MS,"Marion County, MS",9122.0,1563.0,1188.0,0.76,375
18183,IN,"Whitley County, IN",14029.0,1280.0,906.0,0.708,374
29151,MO,"Osage County, MO",5287.0,594.0,220.0,0.37,374
13161,GA,"Jeff Davis County, GA",5484.0,1313.0,940.0,0.716,373
56023,WY,"Lincoln County, WY",8324.0,742.0,369.0,0.497,373
20149,KS,"Pottawatomie County, KS",9381.0,781.0,409.0,0.524,372
26115,MI,"Monroe County, MI",63029.0,6682.0,6310.0,0.944,372
47043,TN,"Dickson County, TN",21757.0,2389.0,2017.0,0.844,372
47131,TN,"Obion County, TN",12527.0,2329.0,1957.0,0.84,372
05129,AR,"Searcy County, AR",3197.0,773.0,402.0,0.52,371
13281,GA,"Towns County, GA",5924.0,816.0,445.0,0.545,371
27085,MN,"McLeod County, MN",15215.0,1555.0,1184.0,0.761,371
47153,TN,"Sequatchie County, TN",6194.0,1392.0,1022.0,0.734,370
19187,IA,"Webster County, IA",15375.0,2060.0,1691.0,0.821,369
38105,ND,"Williams County, ND",15154.0,1271.0,902.0,0.71,369
56003,WY,"Big Horn County, WY",4460.0,604.0,235.0,0.389,369
05053,AR,"Grant County, AR",6978.0,869.0,501.0,0.577,368
33019,NH,"Sullivan County, NH",16618.0,1738.0,1371.0,0.789,367
06093,CA,"Siskiyou County, CA",19079.0,3319.0,2953.0,0.89,366
27001,MN,"Aitkin County, MN",7222.0,1012.0,646.0,0.638,366
38003,ND,"Barnes County, ND",4908.0,672.0,308.0,0.458,364
48469,TX,"Victoria County, TX",34855.0,5312.0,4948.0,0.931,364
18015,IN,"Carroll County, IN",8085.0,786.0,423.0,0.538,363
20059,KS,"Franklin County, KS",10409.0,957.0,594.0,0.621,363
26063,MI,"Huron County, MI",14150.0,1956.0,1593.0,0.814,363
28111,MS,"Perry County, MS",4647.0,825.0,462.0,0.56,363
29013,MO,"Bates County, MO",6158.0,1050.0,687.0,0.654,363
29059,MO,"Dallas County, MO",6768.0,1500.0,1137.0,0.758,363
18055,IN,"Greene County, IN",13107.0,1766.0,1404.0,0.795,362
20117,KS,"Marshall County, KS",4176.0,522.0,160.0,0.307,362
29109,MO,"Lawrence County, MO",14602.0,2150.0,1788.0,0.832,362
19139,IA,"Muscatine County, IA",17345.0,2453.0,2093.0,0.853,360
47013,TN,"Campbell County, TN",17186.0,3541.0,3181.0,0.898,360
47161,TN,"Stewart County, TN",5323.0,950.0,591.0,0.622,359
05017,AR,"Chicot County, AR",3965.0,1021.0,664.0,0.65,357
51085,VA,"Hanover County, VA",42688.0,2595.0,2238.0,0.862,357
38061,ND,"Mountrail County, ND",3901.0,538.0,183.0,0.34,355
18023,IN,"Clinton County, IN",12496.0,1215.0,861.0,0.709,354
21089,KY,"Greenup County, KY",14739.0,2399.0,2045.0,0.852,354
48067,TX,"Cass County, TX",11805.0,2317.0,1963.0,0.847,354
01017,AL,"Chambers County, AL",13434.0,2537.0,2184.0,0.861,353
12133,FL,"Washington County, FL",9287.0,1506.0,1154.0,0.766,352
29053,MO,"Cooper County, MO",6246.0,772.0,420.0,0.544,352
18103,IN,"Miami County, IN",13318.0,1890.0,1539.0,0.814,351
29181,MO,"Ripley County, MO",4002.0,1045.0,694.0,0.664,351
37137,NC,"Pamlico County, NC",5456.0,942.0,591.0,0.627,351
45087,SC,"Union County, SC",11611.0,2627.0,2276.0,0.866,351
48053,TX,"Burnet County, TX",20969.0,1882.0,1531.0,0.813,351
22079,LA,"Rapides Parish, LA",48954.0,9697.0,9348.0,0.964,349
54025,WV,"Greenbrier County, WV",14788.0,3046.0,2697.0,0.885,349
21171,KY,"Monroe County, KY",4645.0,1068.0,720.0,0.674,348
27105,MN,"Nobles County, MN",7674.0,1037.0,689.0,0.664,348
40151,OK,"Woods County, OK",3584.0,676.0,328.0,0.485,348
13231,GA,"Pike County, GA",6721.0,697.0,350.0,0.502,347
18013,IN,"Brown County, IN",6781.0,679.0,332.0,0.489,347
48149,TX,"Fayette County, TX",10403.0,1115.0,768.0,0.689,347
20087,KS,"Jefferson County, KS",7412.0,568.0,222.0,0.391,346
05075,AR,"Lawrence County, AR",6613.0,1406.0,1061.0,0.755,345
38059,ND,"Morton County, ND",13946.0,936.0,592.0,0.632,344
23031,ME,"York County, ME",91413.0,7706.0,7364.0,0.956,342
05113,AR,"Polk County, AR",7898.0,1331.0,991.0,0.745,340
22049,LA,"Jackson Parish, LA",5576.0,1186.0,848.0,0.715,338
05103,AR,"Ouachita County, AR",8624.0,1616.0,1279.0,0.791,337
27061,MN,"Itasca County, MN",18541.0,2317.0,1980.0,0.855,337
45055,SC,"Kershaw County, SC",26897.0,3512.0,3175.0,0.904,337
05049,AR,"Fulton County, AR",4757.0,945.0,609.0,0.644,336
17203,IL,"Woodford County, IL",14685.0,1137.0,801.0,0.704,336
21027,KY,"Breckinridge County, KY",8069.0,1650.0,1314.0,0.796,336
16051,ID,"Jefferson County, ID",10199.0,1097.0,762.0,0.695,335
01133,AL,"Winston County, AL",9420.0,1711.0,1377.0,0.805,334
29219,MO,"Warren County, MO",13845.0,1286.0,952.0,0.74,334
48133,TX,"Eastland County, TX",7236.0,1185.0,851.0,0.718,334
51063,VA,"Floyd County, VA",6627.0,868.0,534.0,0.615,334
08077,CO,"Mesa County, CO",65830.0,7801.0,7468.0,0.957,333
29173,MO,"Ralls County, MO",3970.0,522.0,190.0,0.364,332
45071,SC,"Newberry County, SC",15325.0,2296.0,1964.0,0.855,332
55123,WI,"Vernon County, WI",12424.0,1459.0,1127.0,0.772,332
19065,IA,"Fayette County, IA",8342.0,1025.0,695.0,0.678,330
28159,MS,"Winston County, MS",7141.0,1651.0,1321.0,0.8,330
29079,MO,"Grundy County, MO",3907.0,788.0,458.0,0.581,330
39077,OH,"Huron County, OH",23490.0,2995.0,2665.0,0.89,330
18025,IN,"Crawford County, IN",4582.0,865.0,536.0,0.62,329
01067,AL,"Henry County, AL",7062.0,1325.0,997.0,0.752,328
19043,IA,"Clayton County, IA",7509.0,832.0,504.0,0.606,328
36083,NY,"Rensselaer County, NY",66686.0,7592.0,7264.0,0.957,328
35055,NM,"Taos County, NM",15549.0,3016.0,2689.0,0.892,327
45023,SC,"Chester County, SC",13159.0,2531.0,2204.0,0.871,327
18129,IN,"Posey County, IN",10533.0,1061.0,735.0,0.693,326
48505,TX,"Zapata County, TX",4565.0,1755.0,1430.0,0.815,325
02150,AK,"Kodiak Island Borough, AK",4640.0,591.0,267.0,0.452,324
05011,AR,"Bradley County, AR",3752.0,980.0,656.0,0.669,324
19125,IA,"Marion County, IA",13316.0,1381.0,1057.0,0.765,324
37087,NC,"Haywood County, NC",27123.0,3999.0,3675.0,0.919,324
13013,GA,"Barrow County, GA",30789.0,3016.0,2693.0,0.893,323
28061,MS,"Jasper County, MS",6647.0,1382.0,1059.0,0.766,323
38099,ND,"Walsh County, ND",4400.0,505.0,182.0,0.36,323
51145,VA,"Powhatan County, VA",11325.0,488.0,166.0,0.34,322
26047,MI,"Emmet County, MI",15190.0,1439.0,1118.0,0.777,321
05083,AR,"Logan County, AR",8521.0,1160.0,840.0,0.724,320
21141,KY,"Logan County, KY",11005.0,1826.0,1506.0,0.825,320
47003,TN,"Bedford County, TN",19505.0,2317.0,1997.0,0.862,320
18165,IN,"Vermillion County, IN",6594.0,1076.0,757.0,0.704,319
20021,KS,"Cherokee County, KS",7887.0,1354.0,1035.0,0.764,319
30041,MT,"Hill County, MT",6206.0,1129.0,810.0,0.717,319
39065,OH,"Hardin County, OH",11724.0,1767.0,1448.0,0.819,319
05043,AR,"Drew County, AR",7196.0,1497.0,1179.0,0.788,318
29153,MO,"Ozark County, MO",3709.0,865.0,547.0,0.632,318
29157,MO,"Perry County, MO",7525.0,1082.0,764.0,0.706,318
33013,NH,"Merrimack County, NH",60901.0,4587.0,4269.0,0.931,318
01111,AL,"Randolph County, AL",9271.0,2058.0,1741.0,0.846,317
18047,IN,"Franklin County, IN",9211.0,736.0,420.0,0.571,316
26059,MI,"Hillsdale County, MI",17860.0,2468.0,2152.0,0.872,316
28007,MS,"Attala County, MS",6627.0,1351.0,1035.0,0.766,316
51079,VA,"Greene County, VA",8032.0,1044.0,728.0,0.697,316
21233,KY,"Webster County, KY",4923.0,850.0,535.0,0.629,315
05081,AR,"Little River County, AR",4820.0,851.0,537.0,0.631,314
56039,WY,"Teton County, WY",9830.0,437.0,124.0,0.284,313
18059,IN,"Hancock County, IN",33474.0,1829.0,1517.0,0.829,312
31155,NE,"Saunders County, NE",8899.0,719.0,407.0,0.566,312
48159,TX,"Franklin County, TX",3897.0,553.0,241.0,0.436,312
27157,MN,"Wabasha County, MN",9156.0,818.0,507.0,0.62,311
09160,CT,"Northwest Hills Planning Region, CT",47845.0,4415.0,4105.0,0.93,310
18179,IN,"Wells County, IN",11546.0,976.0,666.0,0.682,310
51043,VA,"Clarke County, VA",5890.0,475.0,165.0,0.347,310
39149,OH,"Shelby County, OH",18906.0,1966.0,1657.0,0.843,309
51171,VA,"Shenandoah County, VA",17962.0,2161.0,1852.0,0.857,309
55043,WI,"Grant County, WI",19960.0,2431.0,2122.0,0.873,309
19017,IA,"Bremer County, IA",9716.0,826.0,518.0,0.627,308
46135,SD,"Yankton County, SD",9695.0,1020.0,712.0,0.698,308
51133,VA,"Northumberland County, VA",5640.0,679.0,371.0,0.546,308
26041,MI,"Delta County, MI",15971.0,2281.0,1974.0,0.865,307
48357,TX,"Ochiltree County, TX",3680.0,491.0,184.0,0.375,307
05105,AR,"Perry County, AR",4094.0,661.0,355.0,0.537,306
19015,IA,"Boone County, IA",10936.0,830.0,524.0,0.631,306
18051,IN,"Gibson County, IN",13438.0,1401.0,1096.0,0.782,305
20151,KS,"Pratt County, KS",3468.0,481.0,176.0,0.366,305
48139,TX,"Ellis County, TX",71759.0,5207.0,4902.0,0.941,305
29119,MO,"McDonald County, MO",8558.0,1472.0,1168.0,0.793,304
29137,MO,"Monroe County, MO",3468.0,569.0,265.0,0.466,304
47039,TN,"Decatur County, TN",4568.0,1090.0,787.0,0.722,303
56031,WY,"Platte County, WY",3848.0,491.0,189.0,0.385,302
18111,IN,"Newton County, IN",5726.0,786.0,486.0,0.618,300
30001,MT,"Beaverhead County, MT",4201.0,604.0,304.0,0.503,300
39069,OH,"Henry County, OH",11451.0,1001.0,701.0,0.7,300
48473,TX,"Waller County, TX",18342.0,2665.0,2365.0,0.887,300
21219,KY,"Todd County, KY",4559.0,899.0,600.0,0.667,299
29195,MO,"Saline County, MO",8053.0,1362.0,1064.0,0.781,298
08049,CO,"Grand County, CO",7475.0,525.0,228.0,0.434,297
21203,KY,"Rockcastle County, KY",6534.0,1731.0,1434.0,0.828,297
32510,NV,"Carson City, NV",23692.0,2729.0,2432.0,0.891,297
39015,OH,"Brown County, OH",17138.0,3200.0,2904.0,0.907,296
21225,KY,"Union County, KY",5198.0,818.0,523.0,0.639,295
35015,NM,"Eddy County, NM",23620.0,3640.0,3345.0,0.919,295
37193,NC,"Wilkes County, NC",27107.0,4475.0,4180.0,0.934,295
45065,SC,"McCormick County, SC",4199.0,741.0,446.0,0.602,295
08093,CO,"Park County, CO",8988.0,628.0,334.0,0.532,294
13011,GA,"Banks County, GA",6856.0,911.0,618.0,0.678,293
37039,NC,"Cherokee County, NC",13241.0,1870.0,1577.0,0.843,293
38053,ND,"McKenzie County, ND",5997.0,498.0,205.0,0.412,293
05065,AR,"Izard County, AR",5232.0,1048.0,756.0,0.721,292
37195,NC,"Wilson County, NC",33068.0,6292.0,6000.0,0.954,292
29017,MO,"Bollinger County, MO",3941.0,652.0,361.0,0.554,291
37173,NC,"Swain County, NC",6013.0,1173.0,882.0,0.752,291
40153,OK,"Woodward County, OK",7925.0,1022.0,731.0,0.715,291
27127,MN,"Redwood County, MN",6293.0,907.0,617.0,0.68,290
49025,UT,"Kane County, UT",3456.0,372.0,82.0,0.22,290
51137,VA,"Orange County, VA",14856.0,1416.0,1126.0,0.795,290
30027,MT,"Fergus County, MT",5303.0,678.0,389.0,0.574,289
40021,OK,"Cherokee County, OK",18698.0,3381.0,3092.0,0.915,289
42093,PA,"Montour County, PA",7862.0,800.0,511.0,0.639,289
48069,TX,"Castro County, TX",2413.0,517.0,228.0,0.441,289
05123,AR,"St. Francis County, AR",7783.0,2176.0,1888.0,0.868,288
39135,OH,"Preble County, OH",16725.0,1995.0,1707.0,0.856,288
16041,ID,"Franklin County, ID",4932.0,588.0,301.0,0.512,287
19171,IA,"Tama County, IA",6720.0,934.0,647.0,0.693,287
29163,MO,"Pike County, MO",6424.0,957.0,670.0,0.7,287
31151,NE,"Saline County, NE",5143.0,517.0,230.0,0.445,287
37053,NC,"Currituck County, NC",11845.0,973.0,686.0,0.705,287
29105,MO,"Laclede County, MO",14558.0,2517.0,2231.0,0.886,286
02170,AK,"Matanuska-Susitna Borough, AK",39869.0,4026.0,3741.0,0.929,285
28097,MS,"Montgomery County, MS",4137.0,1116.0,831.0,0.745,285
51125,VA,"Nelson County, VA",6364.0,1013.0,728.0,0.719,285
37013,NC,"Beaufort County, NC",19385.0,3527.0,3243.0,0.919,284
48299,TX,"Llano County, TX",10765.0,1095.0,811.0,0.741,284
17133,IL,"Monroe County, IL",13851.0,898.0,615.0,0.685,283
21103,KY,"Henry County, KY",6147.0,1003.0,720.0,0.718,283
31177,NE,"Washington County, NE",8429.0,678.0,395.0,0.583,283
28051,MS,"Holmes County, MS",6157.0,2314.0,2032.0,0.878,282
39107,OH,"Mercer County, OH",16408.0,1401.0,1119.0,0.799,282
47055,TN,"Giles County, TN",12058.0,1656.0,1374.0,0.83,282
47091,TN,"Johnson County, TN",7298.0,1383.0,1101.0,0.796,282
18045,IN,"Fountain County, IN",6941.0,891.0,610.0,0.685,281
27103,MN,"Nicollet County, MN",13002.0,1066.0,785.0,0.736,281
19027,IA,"Carroll County, IA",8801.0,802.0,522.0,0.651,280
48377,TX,"Presidio County, TX",2418.0,706.0,426.0,0.603,280
51683,VA,"Manassas city, VA",14203.0,1178.0,899.0,0.763,279
22031,LA,"De Soto Parish, LA",10504.0,2392.0,2114.0,0.884,278
13213,GA,"Murray County, GA",15246.0,2155.0,1878.0,0.871,277
18131,IN,"Pulaski County, IN",4950.0,678.0,401.0,0.591,277
19067,IA,"Floyd County, IA",6503.0,817.0,540.0,0.661,277
13159,GA,"Jasper County, GA",5965.0,972.0,696.0,0.716,276
18117,IN,"Orange County, IN",7970.0,1196.0,920.0,0.769,276
37115,NC,"Madison County, NC",8342.0,1293.0,1017.0,0.787,276
56019,WY,"Johnson County, WY",3932.0,335.0,59.0,0.176,276
18101,IN,"Martin County, IN",3904.0,559.0,284.0,0.508,275
01063,AL,"Greene County, AL",3225.0,1303.0,1029.0,0.79,274
19059,IA,"Dickinson County, IA",8845.0,671.0,397.0,0.592,274
13033,GA,"Burke County, GA",9184.0,2009.0,1736.0,0.864,273
13075,GA,"Cook County, GA",6304.0,1237.0,964.0,0.779,273
13299,GA,"Ware County, GA",12957.0,3107.0,2835.0,0.912,272
16031,ID,"Cassia County, ID",8495.0,1051.0,779.0,0.741,272
23013,ME,"Knox County, ME",18484.0,1844.0,1572.0,0.852,272
47181,TN,"Wayne County, TN",5982.0,1290.0,1018.0,0.789,272
37199,NC,"Yancey County, NC",8130.0,1391.0,1120.0,0.805,271
37035,NC,"Catawba County, NC",66227.0,8166.0,7896.0,0.967,270
21179,KY,"Nelson County, KY",19150.0,2135.0,1866.0,0.874,269
47087,TN,"Jackson County, TN",4795.0,1027.0,758.0,0.738,269
13319,GA,"Wilkinson County, GA",3473.0,798.0,530.0,0.664,268
21017,KY,"Bourbon County, KY",8134.0,1481.0,1213.0,0.819,268
28063,MS,"Jefferson County, MS",2494.0,801.0,533.0,0.665,268
39123,OH,"Ottawa County, OH",18504.0,1709.0,1441.0,0.843,268
51069,VA,"Frederick County, VA",35385.0,2338.0,2070.0,0.885,268
27115,MN,"Pine County, MN",12323.0,1611.0,1344.0,0.834,267
01069,AL,"Houston County, AL",43302.0,7230.0,6964.0,0.963,266
55115,WI,"Shawano County, WI",17246.0,2167.0,1901.0,0.877,266
12019,FL,"Clay County, FL",83707.0,7505.0,7240.0,0.965,265
28023,MS,"Clarke County, MS",5945.0,1215.0,952.0,0.784,263
13077,GA,"Coweta County, GA",56275.0,4123.0,3861.0,0.936,262
21123,KY,"Larue County, KY",5996.0,1051.0,789.0,0.751,262
05073,AR,"Lafayette County, AR",2622.0,651.0,390.0,0.599,261
12107,FL,"Putnam County, FL",31360.0,7371.0,7110.0,0.965,261
16059,ID,"Lemhi County, ID",3458.0,606.0,345.0,0.569,261
19101,IA,"Jefferson County, IA",6952.0,1160.0,899.0,0.775,261
46005,SD,"Beadle County, SD",7536.0,1112.0,851.0,0.765,261
29111,MO,"Lewis County, MO",3185.0,452.0,192.0,0.425,260
48351,TX,"Newton County, TX",4841.0,947.0,687.0,0.725,260
48437,TX,"Swisher County, TX",2383.0,588.0,328.0,0.558,260
16087,ID,"Washington County, ID",4202.0,726.0,467.0,0.643,259
19019,IA,"Buchanan County, IA",8252.0,803.0,544.0,0.677,259
19069,IA,"Franklin County, IA",4198.0,548.0,289.0,0.527,259
28041,MS,"Greene County, MS",4109.0,823.0,564.0,0.685,259
48003,TX,"Andrews County, TX",6844.0,1150.0,891.0,0.775,259
51775,VA,"Salem city, VA",10256.0,1054.0,795.0,0.754,259
55109,WI,"St. Croix County, WI",37511.0,2581.0,2322.0,0.9,259
12079,FL,"Madison County, FL",6976.0,1455.0,1197.0,0.823,258
19037,IA,"Chickasaw County, IA",4997.0,507.0,249.0,0.491,258
40049,OK,"Garvin County, OK",10110.0,1696.0,1438.0,0.848,258
48361,TX,"Orange County, TX",32437.0,4713.0,4455.0,0.945,258
48371,TX,"Pecos County, TX",5238.0,963.0,705.0,0.732,258
18153,IN,"Sullivan County, IN",7832.0,1120.0,863.0,0.771,257
04001,AZ,"Apache County, AZ",21100.0,6684.0,6428.0,0.962,256
01013,AL,"Butler County, AL",7597.0,1567.0,1312.0,0.837,255
01027,AL,"Clay County, AL",5820.0,1083.0,828.0,0.765,255
16037,ID,"Custer County, ID",1943.0,345.0,90.0,0.261,255
18149,IN,"Starke County, IN",8983.0,1376.0,1121.0,0.815,255
22109,LA,"Terrebonne Parish, LA",42127.0,7130.0,6875.0,0.964,255
45017,SC,"Calhoun County, SC",6179.0,1072.0,817.0,0.762,255
35051,NM,"Sierra County, NM",5440.0,1117.0,863.0,0.773,254
36009,NY,"Cattaraugus County, NY",31895.0,5982.0,5729.0,0.958,253
38097,ND,"Traill County, ND",3333.0,400.0,147.0,0.367,253
56041,WY,"Uinta County, WY",7716.0,781.0,528.0,0.676,253
19109,IA,"Kossuth County, IA",6543.0,556.0,304.0,0.547,252
30021,MT,"Dawson County, MT",3615.0,379.0,127.0,0.335,252
19083,IA,"Hardin County, IA",7038.0,839.0,588.0,0.701,251
40115,OK,"Ottawa County, OK",11921.0,2347.0,2096.0,0.893,251
55061,WI,"Kewaunee County, WI",8357.0,685.0,434.0,0.634,251
27025,MN,"Chisago County, MN",21364.0,1373.0,1123.0,0.818,250
19177,IA,"Van Buren County, IA",2896.0,481.0,232.0,0.482,249
22057,LA,"Lafourche Parish, LA",37762.0,6680.0,6431.0,0.963,249
72055,PR,"Guánica Municipio, PR",5782.0,3666.0,3417.0,0.932,249
21043,KY,"Carter County, KY",10794.0,2366.0,2118.0,0.895,248
21197,KY,"Powell County, KY",4790.0,1348.0,1100.0,0.816,248
26019,MI,"Benzie County, MI",7708.0,853.0,605.0,0.709,248
26151,MI,"Sanilac County, MI",17516.0,2461.0,2213.0,0.899,248
47115,TN,"Marion County, TN",11869.0,1976.0,1728.0,0.874,248
48503,TX,"Young County, TX",7643.0,1111.0,863.0,0.777,248
51017,VA,"Bath County, VA",1822.0,436.0,188.0,0.431,248
29073,MO,"Gasconade County, MO",6061.0,872.0,625.0,0.717,247
48343,TX,"Morris County, TX",4895.0,911.0,665.0,0.73,246
48475,TX,"Ward County, TX",4388.0,646.0,400.0,0.619,246
20041,KS,"Dickinson County, KS",8016.0,703.0,458.0,0.651,245
26097,MI,"Mackinac County, MI",5199.0,862.0,617.0,0.716,245
48227,TX,"Howard County, TX",12191.0,1756.0,1511.0,0.86,245
39161,OH,"Van Wert County, OH",11549.0,1111.0,867.0,0.78,244
39167,OH,"Washington County, OH",24779.0,3591.0,3347.0,0.932,244
48363,TX,"Palo Pinto County, TX",11234.0,1923.0,1679.0,0.873,244
21005,KY,"Anderson County, KY",9653.0,967.0,724.0,0.749,243
29003,MO,"Andrew County, MO",6988.0,582.0,339.0,0.582,243
39029,OH,"Columbiana County, OH",41459.0,6531.0,6288.0,0.963,243
13257,GA,"Stephens County, GA",10524.0,1770.0,1528.0,0.863,242
33007,NH,"Coos County, NH",14002.0,2012.0,1770.0,0.88,242
05111,AR,"Poinsett County, AR",8792.0,1927.0,1686.0,0.875,241
08051,CO,"Gunnison County, CO",8494.0,889.0,648.0,0.729,241
16081,ID,"Teton County, ID",4677.0,384.0,143.0,0.372,241
21169,KY,"Metcalfe County, KY",4100.0,1041.0,800.0,0.768,241
27033,MN,"Cottonwood County, MN",4630.0,678.0,437.0,0.645,241
39071,OH,"Highland County, OH",16938.0,2796.0,2555.0,0.914,241
13311,GA,"White County, GA",10729.0,1285.0,1045.0,0.813,240
27113,MN,"Pennington County, MN",6207.0,689.0,449.0,0.652,240
28021,MS,"Claiborne County, MS",3008.0,952.0,712.0,0.748,240
05147,AR,"Woodruff County, AR",2692.0,774.0,535.0,0.691,239
29121,MO,"Macon County, MO",6067.0,759.0,521.0,0.686,238
36039,NY,"Greene County, NY",18674.0,1715.0,1477.0,0.861,238
38055,ND,"McLean County, ND",4377.0,403.0,166.0,0.412,237
48285,TX,"Lavaca County, TX",8476.0,942.0,705.0,0.748,237
26071,MI,"Iron County, MI",5547.0,971.0,735.0,0.757,236
26141,MI,"Presque Isle County, MI",6655.0,940.0,705.0,0.75,235
28119,MS,"Quitman County, MS",2643.0,803.0,568.0,0.707,235
39103,OH,"Medina County, OH",73086.0,4995.0,4760.0,0.953,235
47023,TN,"Chester County, TN",6430.0,1091.0,857.0,0.786,234
48031,TX,"Blanco County, TX",5166.0,476.0,243.0,0.511,233
48297,TX,"Live Oak County, TX",4358.0,951.0,718.0,0.755,233
21081,KY,"Grant County, KY",9224.0,1360.0,1128.0,0.829,232
48497,TX,"Wise County, TX",25135.0,2191.0,1959.0,0.894,232
06005,CA,"Amador County, CA",16091.0,1806.0,1575.0,0.872,231
53069,WA,"Wahkiakum County, WA",2100.0,375.0,144.0,0.384,231
13143,GA,"Haralson County, GA",11747.0,1883.0,1653.0,0.878,230
13277,GA,"Tift County, GA",15640.0,2993.0,2763.0,0.923,230
21239,KY,"Woodford County, KY",10814.0,1152.0,922.0,0.8,230
31023,NE,"Butler County, NE",3524.0,435.0,205.0,0.471,230
55029,WI,"Door County, WI",14986.0,1398.0,1168.0,0.835,230
55113,WI,"Sawyer County, WI",8810.0,1435.0,1205.0,0.84,230
27057,MN,"Hubbard County, MN",8964.0,1146.0,917.0,0.8,229
27133,MN,"Rock County, MN",4035.0,509.0,280.0,0.55,229
48175,TX,"Goliad County, TX",2811.0,522.0,293.0,0.561,229
13039,GA,"Camden County, GA",21693.0,2506.0,2278.0,0.909,228
19035,IA,"Cherokee County, IA",5045.0,581.0,353.0,0.608,228
20027,KS,"Clay County, KS",3522.0,480.0,252.0,0.525,228
39121,OH,"Noble County, OH",4619.0,684.0,456.0,0.667,228
