USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
MS	28099	00695772	Neshoba County	1476641121	3830971	570.134	1.479	32.752518	-89.119274                                                                                                                  
MS	28101	00695773	Newton County	1496417773	4525334	577.77	1.747	32.40197	-89.118412                                                                                                                     
MS	28103	00695774	Noxubee County	1800451920	12487951	695.158	4.822	33.106606	-88.566152                                                                                                                 
MS	28105	00695775	Oktibbeha County	1186834308	9566078	458.239	3.693	33.422313	-88.876151                                                                                                                
MS	28107	00695776	Panola County	1774595233	51686997	685.175	19.956	34.365205	-89.963065                                                                                                                 
MS	28109	00695777	Pearl River County	2101307249	20783013	811.319	8.024	30.774793	-89.586904                                                                                                             
MS	28111	00695778	Perry County	1676452290	7561701	647.282	2.92	31.169307	-88.988755                                                                                                                     
MS	28113	00711758	Pike County	1059783761	3907959	409.185	1.509	31.177516	-90.397725                                                                                                                     
MS	28115	00695803	Pontotoc County	1289330915	8308394	497.813	3.208	34.227081	-89.037239                                                                                                                 
MS	28117	00695779	Prentiss County	1074806610	8324262	414.985	3.214	34.620566	-88.522184                                                                                                                 
MS	28119	00695780	Quitman County	1048975539	3676001	405.012	1.419	34.252833	-90.290171                                                                                                                  
MS	28121	00695781	Rankin County	2008526161	79225994	775.496	30.589	32.267123	-89.946063                                                                                                                 
MS	28123	00695782	Scott County	1577902084	3001523	609.231	1.159	32.411959	-89.533486                                                                                                                    
MS	28125	00695783	Sharkey County	1118149684	8806463	431.72	3.4	32.892395	-90.827613                                                                                                                     
MS	28127	00695784	Simpson County	1525930873	3378528	589.165	1.304	31.902505	-89.917709                                                                                                                  
MS	28129	00695785	Smith County	1647926077	2599432	636.268	1.004	32.019029	-89.494876                                                                                                                    
MS	28131	00695786	Stone County	1153800120	6712351	445.485	2.592	30.790184	-89.112297                                                                                                                    
MS	28133	00695787	Sunflower County	1807187010	23747316	697.759	9.169	33.605529	-90.59509                                                                                                                
MS	28135	00695788	Tallahatchie County	1672069540	16969517	645.59	6.552	33.954529	-90.172243                                                                                                             
MS	28137	00695789	Tate County	1048332525	16090911	404.763	6.213	34.649553	-89.943105                                                                                                                    
MS	28139	00695790	Tippah County	1185754676	5522228	457.822	2.132	34.763618	-88.918819                                                                                                                   
MS	28141	00695791	Tishomingo County	1098925142	52373918	424.297	20.222	34.738835	-88.234827                                                                                                             
MS	28143	00695792	Tunica County	1176191638	57012297	454.13	22.013	34.652201	-90.37177                                                                                                                   
MS	28145	00695793	Union County	1076417817	3369003	415.607	1.301	34.489533	-89.002339                                                                                                                    
MS	28147	00695794	Walthall County	1046169275	1236552	403.928	0.477	31.164492	-90.103431                                                                                                                 
MS	28149	00695795	Warren County	1524296048	77750343	588.534	30.02	32.356095	-90.852384                                                                                                                  
MS	28151	00695796	Washington County	1875077588	94257003	723.972	36.393	33.273174	-90.944446                                                                                                             
MS	28153	00695797	Wayne County	2099745602	7255476	810.716	2.801	31.642503	-88.678214                                                                                                                    
MS	28155	00695798	Webster County	1090793736	5364867	421.158	2.071	33.612061	-89.283961                                                                                                                  
MS	28157	00695799	Wilkinson County	1756287539	25018736	678.106	9.66	31.161091	-91.324617                                                                                                                
MS	28159	00695800	Winston County	1572773194	7341897	607.251	2.835	33.078724	-89.037391                                                                                                                  
MS	28161	00695801	Yalobusha County	1209914676	72140595	467.151	27.854	34.030666	-89.703807                                                                                                              
MS	28163	00695802	Yazoo County	2388847326	30612555	922.339	11.82	32.765675	-90.387928                                                                                                                   
NY	36001	00974099	Albany County	1354273423	26971925	522.888	10.414	42.58824	-73.97401                                                                                                                   
NY	36003	00974100	Allegany County	2666409356	12990521	1029.506	5.016	42.247853	-78.026153                                                                                                               
NY	36005	00974101	Bronx County	109235672	39353304	42.176	15.194	40.848711	-73.852939                                                                                                                    
NY	36007	00974102	Broome County	1827626589	25078245	705.651	9.683	42.161977	-75.830283                                                                                                                  
NY	36009	00974103	Cattaraugus County	3388177068	36783591	1308.183	14.202	42.239099	-78.662332                                                                                                           
NY	36011	00974104	Cayuga County	1791207571	445691126	691.589	172.082	43.008546	-76.574587                                                                                                               
NY	36013	00974105	Chautauqua County	2746450219	1139029655	1060.41	439.782	42.304216	-79.407595                                                                                                          
NY	36015	00974106	Chemung County	1054988439	8875327	407.333	3.427	42.148697	-76.752471                                                                                                                  
NY	36017	00974107	Chenango County	2314006879	13433905	893.443	5.187	42.478024	-75.602241                                                                                                                
NY	36019	00974108	Clinton County	2687763025	206581998	1037.751	79.762	44.752712	-73.705643                                                                                                              
NY	36021	00974109	Columbia County	1643770715	35071400	634.663	13.541	42.247696	-73.626718                                                                                                               
NY	36023	00974110	Cortland County	1291817953	7110638	498.774	2.745	42.594039	-76.07624                                                                                                                  
NY	36025	00974111	Delaware County	3736306657	64163829	1442.596	24.774	42.193986	-74.966728                                                                                                              
NY	36027	00974112	Dutchess County	2060598611	76906718	795.602	29.694	41.754825	-73.740014                                                                                                               
NY	36029	00974113	Erie County	2700743427	476876396	1042.763	184.123	42.752759	-78.778192                                                                                                                
NY	36031	00974114	Essex County	4646753187	316350563	1794.122	122.144	44.109601	-73.778431                                                                                                               
NY	36033	00974115	Franklin County	4219857155	176622254	1629.296	68.194	44.594376	-74.31067                                                                                                              
NY	36035	00974116	Fulton County	1283234687	96916403	495.46	37.42	43.115609	-74.423678                                                                                                                   
NY	36037	00974117	Genesee County	1276803034	6136678	492.976	2.369	43.00091	-78.192778                                                                                                                   
NY	36039	00974118	Greene County	1676140498	28201061	647.161	10.888	42.28697	-74.149542                                                                                                                  
NY	36041	00974119	Hamilton County	4447989312	234204425	1717.378	90.427	43.657879	-74.502456                                                                                                             
NY	36043	00974120	Herkimer County	3653400320	120358452	1410.586	46.471	43.571009	-74.841097                                                                                                             
NY	36045	00974121	Jefferson County	3283923657	1524539436	1267.93	588.628	43.996389	-76.052968                                                                                                           
NY	36047	00974122	Kings County	179684484	71158757	69.377	27.475	40.635045	-73.95064                                                                                                                     
NY	36049	00974123	Lewis County	3305625876	39648337	1276.309	15.308	43.782706	-75.444132                                                                                                                 
NY	36051	00974124	Livingston County	1635976564	22076449	631.654	8.524	42.729042	-77.778463                                                                                                              
NY	36053	00974125	Madison County	1696054036	16691322	654.85	6.445	42.910026	-75.663575                                                                                                                  
NY	36055	00974126	Monroe County	1701477039	1838269506	656.944	709.76	43.250347	-77.700518                                                                                                               
NY	36057	00974127	Montgomery County	1044052635	18613523	403.111	7.187	42.900891	-74.435357                                                                                                              
NY	36059	00974128	Nassau County	736960644	437290665	284.542	168.839	40.729612	-73.589414                                                                                                                
NY	36061	00974129	New York County	58683879	29010416	22.658	11.201	40.776642	-73.970187                                                                                                                  
NY	36063	00974130	Niagara County	1352876140	1598772310	522.348	617.289	43.272672	-78.812943                                                                                                             
NY	36065	00974131	Oneida County	3140211187	117357244	1212.442	45.312	43.242727	-75.434282                                                                                                               
NY	36067	00974132	Onondaga County	2016027800	70512842	778.393	27.225	43.006516	-76.196134                                                                                                               
NY	36069	00974133	Ontario County	1668148120	47853414	644.076	18.476	42.856357	-77.303497                                                                                                                
NY	36071	00974134	Orange County	2103272841	67953621	812.078	26.237	41.40241	-74.306252                                                                                                                  
NY	36073	00974135	Orleans County	1013364725	1103744014	391.262	426.158	43.339906	-78.207028                                                                                                             
NY	36075	00974136	Oswego County	2464650884	933469962	951.607	360.415	43.461443	-76.209262                                                                                                               
NY	36077	00974137	Otsego County	2594488425	36312826	1001.738	14.02	42.629776	-75.028841                                                                                                                 
NY	36079	00974138	Putnam County	596350119	41229629	230.252	15.919	41.427907	-73.743861                                                                                                                  
NY	36081	00974139	Queens County	281594053	188444349	108.724	72.759	40.654658	-73.841209                                                                                                                 
NY	36083	00974140	Rensselaer County	1689859764	33525770	652.459	12.944	42.710421	-73.513845                                                                                                             
NY	36085	00974141	Richmond County	148982680	117441532	57.523	45.344	40.561263	-74.1399                                                                                                                  
NY	36087	00974142	Rockland County	449840998	66919666	173.685	25.838	41.154628	-74.024662                                                                                                                
NY	36089	00977309	St. Lawrence County	6939939683	366960962	2679.526	141.684	44.488112	-75.074311                                                                                                        
NY	36091	00974143	Saratoga County	2097812305	87488004	809.97	33.779	43.106135	-73.855387                                                                                                                
NY	36093	00974144	Schenectady County	530089712	12366944	204.669	4.775	42.817552	-74.043559                                                                                                              
NY	36095	00974145	Schoharie County	1610503551	11676951	621.819	4.508	42.591294	-74.438172                                                                                                               
NY	36097	00974146	Schuyler County	850405403	36246373	328.343	13.995	42.419776	-76.938603                                                                                                                
NY	36099	00974147	Seneca County	838372770	172818533	323.698	66.726	42.782294	-76.827088                                                                                                                 
NY	36101	00974148	Steuben County	3601398422	35039875	1390.508	13.529	42.266725	-77.385525                                                                                                               
NY	36103	00974149	Suffolk County	2359277313	3787417976	910.922	1462.33	40.943554	-72.692218                                                                                                             
NY	36105	00974150	Sullivan County	2507484146	73737482	968.145	28.47	41.719993	-74.771577                                                                                                                
NY	36107	00974151	Tioga County	1343600016	11044570	518.767	4.264	42.178057	-76.297456                                                                                                                   
NY	36109	00974152	Tompkins County	1229321338	43781287	474.644	16.904	42.453006	-76.473483                                                                                                               
NY	36111	00974153	Ulster County	2911757764	94596810	1124.236	36.524	41.947212	-74.265458                                                                                                                
NY	36113	00974154	Warren County	2246093482	166839689	867.222	64.417	43.555105	-73.838139                                                                                                                
NY	36115	00974155	Washington County	2152773115	38123568	831.19	14.72	43.312377	-73.439428                                                                                                               
NY	36117	00974156	Wayne County	1563913376	2018184725	603.83	779.226	43.218114	-77.049402                                                                                                                
NY	36119	00974157	Westchester County	1115811940	179391718	430.817	69.264	41.152686	-73.745753                                                                                                           
NY	36121	00974158	Wyoming County	1535086366	9085228	592.7	3.508	42.701365	-78.228576                                                                                                                    
NY	36123	00974159	Yates County	875777224	97488350	338.139	37.64	42.638237	-77.104324                                                                                                                    
SC	45001	01245666	Abbeville County	1272188737	53216416	491.195	20.547	34.229041	-82.454058                                                                                                              
SC	45003	01247979	Aiken County	2773070081	24554644	1070.688	9.481	33.550013	-81.632983                                                                                                                  
SC	45005	01247980	Allendale County	1056960693	11194313	408.095	4.322	32.979757	-81.363265                                                                                                               
SC	45007	01247981	Anderson County	1848876935	108544449	713.855	41.909	34.521235	-82.638603                                                                                                              
SC	45009	01247982	Bamberg County	1018815104	5686290	393.367	2.195	33.203021	-81.053161                                                                                                                  
SC	45011	01247983	Barnwell County	1420294945	23008122	548.379	8.883	33.260552	-81.434228                                                                                                                
SC	45013	01247984	Beaufort County	1491889108	900045411	576.022	347.509	32.358112	-80.689422                                                                                                             
SC	45015	01247985	Berkeley County	2858661511	337919154	1103.735	130.471	33.2077	-79.953655                                                                                                              
SC	45017	01247986	Calhoun County	987179024	29351080	381.152	11.333	33.67478	-80.780347                                                                                                                  
SC	45019	01252740	Charleston County	2377703219	1162130898	918.036	448.701	32.800458	-79.94248                                                                                                           
SC	45021	01247987	Cherokee County	1017770810	11691708	392.964	4.514	35.049796	-81.607647                                                                                                                
SC	45023	01247988	Chester County	1503905790	14249301	580.661	5.502	34.689342	-81.161249                                                                                                                 
SC	45025	01247989	Chesterfield County	2069364015	17265236	798.986	6.666	34.637018	-80.159227                                                                                                            
SC	45027	01247990	Clarendon County	1572659561	229094635	607.207	88.454	33.664682	-80.217889                                                                                                             
SC	45029	01247991	Colleton County	2736286772	197740350	1056.486	76.348	32.849386	-80.656402                                                                                                             
SC	45031	01247992	Darlington County	1451987311	14598203	560.615	5.636	34.332185	-79.962115                                                                                                              
SC	45033	01247993	Dillon County	1049143220	4515866	405.076	1.744	34.390209	-79.375294                                                                                                                   
SC	45035	01247998	Dorchester County	1472172215	6781942	568.409	2.619	33.082186	-80.404697                                                                                                               
SC	45037	01247999	Edgefield County	1296776326	16307326	500.688	6.296	33.779453	-81.959637                                                                                                               
SC	45039	01248000	Fairfield County	1777521259	61063162	686.305	23.577	34.395669	-81.127001                                                                                                              
SC	45041	01248001	Florence County	2073299579	9766888	800.505	3.771	34.028535	-79.710233                                                                                                                 
SC	45043	01248002	Georgetown County	2107215789	551060938	813.601	212.766	33.417531	-79.296333                                                                                                           
SC	45045	01245489	Greenville County	2035563102	24968466	785.935	9.64	34.892645	-82.372077                                                                                                               
SC	45047	01248003	Greenwood County	1180009086	21260069	455.604	8.209	34.155796	-82.127876                                                                                                               
SC	45049	01248004	Hampton County	1450327687	7072565	559.975	2.731	32.778334	-81.143822                                                                                                                  
SC	45051	01248005	Horry County	2934867846	314856610	1133.159	121.567	33.909269	-78.976675                                                                                                               
SC	45053	01248006	Jasper County	1696789992	120164567	655.134	46.396	32.43059	-81.021627                                                                                                                 
SC	45055	01248007	Kershaw County	1881916518	35348695	726.612	13.648	34.338356	-80.590885                                                                                                                
SC	45057	01248008	Lancaster County	1422274877	15293348	549.143	5.905	34.686818	-80.703688                                                                                                               
SC	45059	01248009	Laurens County	1846327161	26061233	712.871	10.062	34.483676	-82.005498                                                                                                                
SC	45061	01245652	Lee County	1062372307	2715077	410.184	1.048	34.15864	-80.251209                                                                                                                       
SC	45063	01244251	Lexington County	1810412790	151817364	699.004	58.617	33.892373	-81.272903                                                                                                             
SC	45065	01248012	McCormick County	929521275	89977042	358.89	34.74	33.897599	-82.316196                                                                                                                 
SC	45067	01248010	Marion County	1267466476	12418901	489.372	4.795	34.08362	-79.354001                                                                                                                   
SC	45069	01248011	Marlboro County	1242867263	14489019	479.874	5.594	34.60167	-79.679435                                                                                                                 
SC	45071	01248013	Newberry County	1632484450	43979027	630.306	16.98	34.289881	-81.599676                                                                                                                
SC	45073	01244832	Oconee County	1622796885	121710335	626.565	46.993	34.748766	-83.06154                                                                                                                 
SC	45075	01248014	Orangeburg County	2865509345	55697625	1106.379	21.505	33.436135	-80.802913                                                                                                            
SC	45077	01248015	Pickens County	1287059828	40968091	496.937	15.818	34.885368	-82.723377                                                                                                                
SC	45079	01249299	Richland County	1961418141	37932713	757.308	14.646	34.029095	-80.898037                                                                                                               
SC	45081	01248016	Saluda County	1172510653	23102147	452.709	8.92	34.005278	-81.727903                                                                                                                   
SC	45083	01248592	Spartanburg County	2093689770	29514144	808.378	11.395	34.932014	-81.991624                                                                                                            
SC	45085	01244717	Sumter County	1722544860	44046815	665.078	17.007	33.91614	-80.382376                                                                                                                  
SC	45087	01248017	Union County	1330177794	4792745	513.585	1.85	34.690397	-81.615896                                                                                                                     
SC	45089	01248018	Williamsburg County	2419477550	7461492	934.166	2.881	33.626462	-79.716474                                                                                                             
SC	45091	01248019	York County	1763872776	39009230	681.035	15.062	34.970188	-81.183187                                                                                                                   
TN	47001	01639722	Anderson County	873359909	19657734	337.206	7.59	36.116731	-84.195418                                                                                                                  
TN	47003	01639723	Bedford County	1226719752	2980759	473.639	1.151	35.51366	-86.458294                                                                                                                   
TN	47005	01639724	Benton County	1021248371	108583505	394.306	41.924	36.070948	-88.071232                                                                                                                
TN	47007	01639725	Bledsoe County	1052973468	858669	406.555	0.332	35.593561	-85.20591                                                                                                                    
TN	47009	01639726	Blount County	1447336789	20158689	558.82	7.783	35.688185	-83.922973                                                                                                                   
TN	47011	01639727	Bradley County	851489209	6959141	328.762	2.687	35.153914	-84.859414                                                                                                                   
TN	47013	01639728	Campbell County	1243685306	46425147	480.19	17.925	36.401592	-84.159249                                                                                                                
TN	47015	01648572	Cannon County	687992379	156144	265.635	0.06	35.808394	-86.062404                                                                                                                      
TN	47017	01639729	Carroll County	1547925981	6308712	597.658	2.436	35.965748	-88.452379                                                                                                                  
TN	47019	01639730	Carter County	883855126	16669994	341.258	6.436	36.284744	-82.126593                                                                                                                   
TN	47021	01639731	Cheatham County	783466439	11821692	302.498	4.564	36.255169	-87.100808                                                                                                                 
TN	47023	01639732	Chester County	740053474	575590	285.736	0.222	35.420253	-88.611353                                                                                                                    
TN	47025	01639733	Claiborne County	1125619421	18052387	434.604	6.97	36.501572	-83.660698                                                                                                                
TN	47027	01648573	Clay County	612608184	59089285	236.529	22.815	36.545749	-85.545717                                                                                                                    
TN	47029	01639734	Cocke County	1129584562	17932684	436.135	6.924	35.916198	-83.119224                                                                                                                   
TN	47031	01639735	Coffee County	1111010401	14479480	428.964	5.591	35.488765	-86.078202                                                                                                                  
TN	47033	01648574	Crockett County	687714872	545783	265.528	0.211	35.818795	-89.132494                                                                                                                   
TN	47035	01639736	Cumberland County	1764575269	9098322	681.306	3.513	35.952398	-84.994761                                                                                                               
TN	47037	01639737	Davidson County	1303999199	56424538	503.477	21.786	36.169129	-86.78479                                                                                                                
TN	47039	01639739	Decatur County	864741776	28501002	333.879	11.004	35.603136	-88.110292                                                                                                                 
TN	47041	01639738	DeKalb County	788430955	63639368	304.415	24.571	35.982219	-85.833596                                                                                                                  
TN	47043	01639740	Dickson County	1268833489	3679792	489.899	1.421	36.145533	-87.364155                                                                                                                  
TN	47045	01639741	Dyer County	1326982067	35839863	512.351	13.838	36.054196	-89.398306                                                                                                                   
TN	47047	01639742	Fayette County	1823539295	3696802	704.072	1.427	35.196993	-89.413803                                                                                                                  
TN	47049	01639743	Fentress County	1291385622	841022	498.607	0.325	36.369892	-84.937764                                                                                                                  
TN	47051	01639744	Franklin County	1436141691	55046635	554.497	21.254	35.155926	-86.099203                                                                                                               
TN	47053	01639745	Gibson County	1561102697	2345193	602.745	0.905	35.991632	-88.933812                                                                                                                   
TN	47055	01639746	Giles County	1582304898	642572	610.931	0.248	35.202723	-87.035319                                                                                                                     
TN	47057	01648575	Grainger County	726715759	56600343	280.587	21.854	36.277509	-83.509546                                                                                                                
TN	47059	01639747	Greene County	1611409726	5099752	622.169	1.969	36.179487	-82.847523                                                                                                                   
TN	47061	01639748	Grundy County	933545795	1755421	360.444	0.678	35.393352	-85.710374                                                                                                                    
TN	47063	01648576	Hamblen County	417476191	37852326	161.188	14.615	36.218397	-83.266071                                                                                                                 
TN	47065	01639749	Hamilton County	1404197535	86784458	542.164	33.508	35.163472	-85.201843                                                                                                               
TN	47067	01648577	Hancock County	575816010	2988718	222.324	1.154	36.521353	-83.227493                                                                                                                   
TN	47069	01639750	Hardeman County	1729509838	6768751	667.768	2.613	35.218785	-88.988697                                                                                                                 
TN	47071	01639751	Hardin County	1495684381	48706058	577.487	18.806	35.201893	-88.185696                                                                                                                 
TN	47073	01639752	Hawkins County	1261468092	32541837	487.056	12.564	36.452089	-82.931485                                                                                                                
TN	47075	01639753	Haywood County	1380741528	2472509	533.107	0.955	35.586678	-89.282691                                                                                                                  
TN	47077	01639754	Henderson County	1346816756	15219341	520.009	5.876	35.653994	-88.387674                                                                                                               
TN	47079	01639755	Henry County	1455320362	81582236	561.902	31.499	36.325295	-88.300288                                                                                                                  
TN	47081	01639756	Hickman County	1586324712	373710	612.483	0.144	35.802327	-87.467116                                                                                                                   
TN	47083	01648578	Houston County	518758193	17303404	200.294	6.681	36.285782	-87.705598                                                                                                                  
TN	47085	01639757	Humphreys County	1374668726	67184110	530.763	25.94	36.040822	-87.790453                                                                                                               
TN	47087	01639758	Jackson County	799813547	27751888	308.81	10.715	36.35425	-85.674128                                                                                                                   
TN	47089	01639759	Jefferson County	712639796	101435633	275.152	39.165	36.048452	-83.441216                                                                                                              
TN	47091	01639760	Johnson County	772956196	11007739	298.44	4.25	36.453203	-81.861247                                                                                                                    
TN	47093	01639761	Knox County	1316555497	45575160	508.325	17.597	35.992726	-83.937721                                                                                                                   
TN	47095	01639762	Lake County	429381241	72799687	165.785	28.108	36.333905	-89.485536                                                                                                                    
TN	47097	01639763	Lauderdale County	1222203226	80251266	471.895	30.985	35.762951	-89.627732                                                                                                             
TN	47099	01639764	Lawrence County	1598359119	2218403	617.13	0.857	35.220476	-87.396546                                                                                                                  
TN	47101	01639765	Lewis County	730614739	1024940	282.092	0.396	35.523244	-87.496983                                                                                                                     
TN	47103	01639766	Lincoln County	1477179214	971039	570.342	0.375	35.142784	-86.593403                                                                                                                   
TN	47105	01639767	Loudon County	593811373	46869994	229.272	18.097	35.735085	-84.314085                                                                                                                  
TN	47107	01639773	McMinn County	1113997325	5340568	430.117	2.062	35.424472	-84.619949                                                                                                                   
TN	47109	01639774	McNairy County	1457753351	1994997	562.842	0.77	35.175375	-88.56374                                                                                                                    
TN	47111	01639768	Macon County	795498343	246690	307.144	0.095	36.537757	-86.00096                                                                                                                       
TN	47113	01639769	Madison County	1443073935	3757608	557.174	1.451	35.606056	-88.833424                                                                                                                  
TN	47115	01639770	Marion County	1290472798	36484703	498.254	14.087	35.133422	-85.618399                                                                                                                 
TN	47117	01639771	Marshall County	972442312	1801922	375.462	0.696	35.468329	-86.765868                                                                                                                  
TN	47119	01639772	Maury County	1587995804	6344537	613.129	2.45	35.615696	-87.077763                                                                                                                     
TN	47121	01639775	Meigs County	505397668	55738399	195.135	21.521	35.512203	-84.816102                                                                                                                   
TN	47123	01639776	Monroe County	1646646988	43545177	635.774	16.813	35.447818	-84.249705                                                                                                                 
TN	47125	01639777	Montgomery County	1396441788	12068782	539.169	4.66	36.500354	-87.380887                                                                                                               
TN	47127	01648579	Moore County	334684850	3093435	129.223	1.194	35.288888	-86.358684                                                                                                                     
TN	47129	01639778	Morgan County	1352439680	823018	522.18	0.318	36.138697	-84.639262                                                                                                                     
TN	47131	01639779	Obion County	1411149165	27448111	544.848	10.598	36.361892	-89.148078                                                                                                                  
TN	47133	01639780	Overton County	1122727661	3486591	433.488	1.346	36.34485	-85.283076                                                                                                                   
TN	47135	01639781	Perry County	1074235994	20984700	414.765	8.102	35.663752	-87.869326                                                                                                                   
TN	47137	01648580	Pickett County	422090560	29845401	162.97	11.523	36.559364	-85.075741                                                                                                                  
TN	47139	01639782	Polk County	1125622665	19906879	434.605	7.686	35.109437	-84.541112                                                                                                                    
TN	47141	01639783	Putnam County	1038860592	3777708	401.106	1.459	36.14094	-85.49618                                                                                                                     
TN	47143	01639784	Rhea County	817071271	54409427	315.473	21.008	35.60059	-84.949548                                                                                                                     
TN	47145	01639785	Roane County	934385981	88599487	360.768	34.208	35.84725	-84.523929                                                                                                                    
TN	47147	01639786	Robertson County	1233703853	457701	476.336	0.177	36.524385	-86.872594                                                                                                                 
TN	47149	01639787	Rutherford County	1603892840	12406556	619.267	4.79	35.843369	-86.417213                                                                                                               
TN	47151	01639788	Scott County	1378652171	2418741	532.301	0.934	36.430592	-84.504091                                                                                                                    
TN	47153	01652643	Sequatchie County	688550847	498315	265.851	0.192	35.372336	-85.410082                                                                                                                 
TN	47155	01639789	Sevier County	1534599867	13427921	592.512	5.185	35.787822	-83.5249                                                                                                                    
TN	47157	01639790	Shelby County	1971662004	51371287	761.263	19.835	35.184553	-89.894612                                                                                                                 
TN	47159	01639791	Smith County	814020543	28690306	314.295	11.077	36.256645	-85.941915                                                                                                                   
TN	47161	01639792	Stewart County	1190814528	86082696	459.776	33.237	36.458464	-87.811889                                                                                                                
TN	47163	01639793	Sullivan County	1071072985	41861227	413.544	16.163	36.509681	-82.301336                                                                                                               
TN	47165	01639794	Sumner County	1371278935	38053791	529.454	14.693	36.472423	-86.458405                                                                                                                 
TN	47167	01639795	Tipton County	1180026943	32703276	455.611	12.627	35.498763	-89.747145                                                                                                                 
TN	47169	01648581	Trousdale County	296143586	5960709	114.342	2.301	36.39303	-86.156691                                                                                                                  
TN	47171	01648582	Unicoi County	481902934	825726	186.064	0.319	36.100129	-82.418218                                                                                                                     
TN	47173	01648583	Union County	579077904	61005196	223.583	23.554	36.28414	-83.836088                                                                                                                    
TN	47175	01648584	Van Buren County	708142395	2893456	273.415	1.117	35.699234	-85.458409                                                                                                                 
TN	47177	01639796	Warren County	1120619163	3524883	432.673	1.361	35.67825	-85.777343                                                                                                                    
TN	47179	01639797	Washington County	845756030	8485270	326.548	3.276	36.295665	-82.495037                                                                                                                
TN	47181	01639798	Wayne County	1901333937	4023436	734.109	1.553	35.242847	-87.819843                                                                                                                    
TN	47183	01639799	Weakley County	1503107797	3707114	580.353	1.431	36.303596	-88.721194                                                                                                                  
TN	47185	01639800	White County	975592109	7113368	376.678	2.746	35.927049	-85.455785                                                                                                                     
TN	47187	01639801	Williamson County	1509613349	3011572	582.865	1.163	35.894845	-86.897888                                                                                                               
TN	47189	01639802	Wilson County	1479109874	29878235	571.088	11.536	36.149431	-86.291181                                                                                                                 
TX	48001	01383786	Anderson County	2752164827	39845046	1062.617	15.384	31.841261	-95.661727                                                                                                              
TX	48003	01383787	Andrews County	3886758047	1049250	1500.686	0.405	32.312258	-102.640206                                                                                                                
TX	48005	01383788	Angelina County	2066460810	173300091	797.865	66.912	31.251896	-94.611134                                                                                                              
TX	48007	01383789	Aransas County	652854900	714540086	252.069	275.885	28.122621	-96.967501                                                                                                               
TX	48009	01383790	Archer County	2339508191	57767717	903.289	22.304	33.616305	-98.687267                                                                                                                 
TX	48011	01383791	Armstrong County	2354617585	12183672	909.123	4.704	34.964179	-101.356636                                                                                                              
TX	48013	01383792	Atascosa County	3158599705	4992623	1219.542	1.928	28.891478	-98.535381                                                                                                                
TX	48015	01383793	Austin County	1674415879	25596214	646.496	9.883	29.891901	-96.27017                                                                                                                   
TX	48017	01383794	Bailey County	2141847187	1775275	826.972	0.685	34.067521	-102.830345                                                                                                                  
TX	48019	01383795	Bandera County	2048663920	17291422	790.994	6.676	29.756389	-99.248285                                                                                                                 
TX	48021	01383796	Bastrop County	2300500051	19009784	888.228	7.34	30.100772	-97.310639                                                                                                                  
TX	48023	01383797	Baylor County	2246764590	86991035	867.481	33.587	33.618802	-99.208189                                                                                                                 
TX	48025	01383798	Bee County	2279809489	246409	880.239	0.095	28.416077	-97.742586                                                                                                                       
TX	48027	01383799	Bell County	2729408686	94385099	1053.831	36.442	31.04275	-97.481268                                                                                                                   
TX	48029	01383800	Bexar County	3212426728	40788666	1240.325	15.749	29.448671	-98.520147                                                                                                                 
TX	48031	01383801	Blanco County	1836953707	10813186	709.252	4.175	30.266203	-98.399332                                                                                                                  
TX	48033	01383802	Borden County	2324366072	22297606	897.443	8.609	32.73859	-101.439199                                                                                                                  
TX	48035	01383803	Bosque County	2545883877	50838528	982.971	19.629	31.900819	-97.637641                                                                                                                 
TX	48037	01383804	Bowie County	2291982021	98385599	884.939	37.987	33.446065	-94.422393                                                                                                                  
TX	48039	01383805	Brazoria County	3530854198	635541938	1363.27	245.384	29.167817	-95.434647                                                                                                             
TX	48041	01383806	Brazos County	1518090939	13210254	586.138	5.101	30.656713	-96.302394                                                                                                                  
TX	48043	01383807	Brewster County	16015872748	22061017	6183.763	8.518	29.808997	-103.252458                                                                                                             
TX	48045	01383808	Briscoe County	2330991073	4068657	900.001	1.571	34.525172	-101.205893                                                                                                                 
TX	48047	01383809	Brooks County	2443277014	741627	943.355	0.286	27.034994	-98.215276                                                                                                                    
TX	48049	01383810	Brown County	2446120254	32375524	944.452	12.5	31.764137	-98.998456                                                                                                                    
TX	48051	01383811	Burleson County	1707015413	46043534	659.082	17.778	30.493487	-96.622091                                                                                                               
TX	48053	01383812	Burnet County	2576520284	69861743	994.8	26.974	30.78963	-98.201187                                                                                                                    
TX	48055	01383813	Caldwell County	1410355147	4949867	544.541	1.911	29.832399	-97.628141                                                                                                                 
TX	48057	01383814	Calhoun County	1312945541	1361646236	506.931	525.735	28.441719	-96.579574                                                                                                             
TX	48059	01383815	Callahan County	2329363241	4898783	899.372	1.891	32.29315	-99.372249                                                                                                                  
TX	48061	01383816	Cameron County	2309542672	1004829810	891.719	387.967	26.102923	-97.478958                                                                                                             
TX	48063	01383817	Camp County	507242364	19129375	195.847	7.386	32.974581	-94.979085                                                                                                                     
TX	48065	01383818	Carson County	2383397227	10026604	920.235	3.871	35.405496	-101.355356                                                                                                                 
